data
"['unknown', 'solvate]']"
"['sulfonato)terephthalato)-diaqua-tetra-zinc', 'dodecahydrate)']"
"['dimethylformamide', 'solvate)']"
"['ethanol', 'solvate)']"
['dihydrate)']
['hydrate)']
[]
[]
[]
[]
['monohydrate)']
['monohydrate)']
['monohydrate)']
['phosphato)-di-cobalt(ii)-di-sodium]']
['monohydrate)']
"['dimethylformamide', 'solvate', 'trihydrate)']"
[]
[]
['monohydrate]']
[]
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
"['benzene', 'solvate]']"
['bis(tetrafluoroborate)]']
"['N,N-dimethylformamide', 'unknown', 'solvate', 'hydrate]']"
"['N,N-dimethylformamide', 'solvate', 'heptahydrate]']"
"['N,N-dimethylformamide', 'solvate', 'pentadecahydrate]']"
"['bis(tetrafluoroborate)', 'monohydrate)']"
['hydrate)']
"[""4,4'-bipyridine"", 'clathrate]']"
"[""4,4'-bipyridine"", 'solvate)']"
['tetrahydrate]']
['hydrate]']
['octahydrate)']
"['diperchlorate', 'tetrahydrate]']"
[]
[]
['trihydrate]']
[]
[]
['tetrahydrate)']
['tetrahydrate]']
[]
[]
"['dimethylformamide', 'solvate]']"
"['dimethylformamide', 'solvate]']"
[]
[]
[]
[]
[]
[]
"['tetrahydrate', 'clathrate]']"
[]
[]
"['acid)-di-europium(iii)', 'unknown', 'solvate]']"
"['acid)-di-samarium(iii)', 'unknown', 'solvate]']"
"['acid)-di-lanthanum(iii)', 'unknown', 'solvate]']"
"['acid)-di-cerium(iii)', 'unknown', 'solvate]']"
"['acid)-di-gadolinium(iii)', 'unknown', 'solvate]']"
"['acid)-di-neodymium(iii)', 'unknown', 'solvate]']"
"['N,N-dimethylformamide', 'solvate', 'octahydrate]']"
['trihydrate]']
"['hexakis(trifluoromethanesulfonate)', 'decahydrate)']"
[]
"['methanol', 'solvate', 'hemihydrate)']"
"['dimethylformamide', 'solvate]']"
"['dimethylformamide', 'solvate', 'hydrate]']"
[]
"['unknown', 'solvate]']"
['hydrate)']
['(phosphonato)])-di-lithium]']
['heptahydrate)']
[]
['tetrahydrate]']
"['unknown', 'solvate]']"
[]
"[""bis((mu!-1,1'-(1,4-phenylenebis(methylene))bis(1H-imidazole))-silver(i))"", 'nonadecahydrate]']"
['tetrahydrate]']
[]
"['ethanol', 'solvate]']"
"['methanol', 'solvate]']"
"['dinitrate', 'N,N-dimethylformamide', 'solvate]']"
[]
"[""imidazole-4,5-dicarboxylato-N,N',O)-cadmium(ii))""]"
"['1,2,4,5-benzenetetracarboxylato)-di-cadmium)']"
[]
[]
['dinitrate)']
['dinitrate)']
['dinitrate)']
[]
[]
[]
[]
[]
[]
[]
[]
[]
[]
['monohydrate)']
[]
['monohydrate)']
['trihydrate)']
['tetrahydrate)']
['trihydrate)']
['trihydrate]']
"['nitrate', 'monohydrate)']"
['tetrakis(trifluoroacetate))']
[]
['hydrate)']
['dihydrate)']
[]
['octahydrate)']
['dihydrate)']
['hexahydrate)']
[]
[]
[]
[]
[]
[]
"['2-hydroxyphosphonoacetato)-tetra-aqua-deca-zinc', 'hexahydrate)']"
['bromide]']
['bromide]']
['chloride]']
['iodide]']
['chloride]']
['bromide]']
['iodide]']
['iodide]']
"['tetrahydrofuran', 'unknown', 'solvate', 'hydrate]']"
"['acid)-(mu!-hydroxo)-iron(iii)', 'monohydrate', 'clathrate)']"
"['acid)-(mu!-hydroxo)-iron(iii)', 'hydrate', 'clathrate)']"
[]
[]
[]
"['N,N-dimethylformamide', 'unknown', 'solvate', 'dihydrate]']"
['tetraoxo-chromium(vi))']
"['unknown', 'solvate]']"
[]
[]
[]
[]
[]
[]
['pentahydrate)']
[]
"['dimethylformamide', 'solvate', 'monohydrate)']"
"['dimethylformamide', 'solvate', 'monohydrate)']"
"['dimethylformamide', 'solvate', 'monohydrate)']"
[]
[]
[]
[]
[]
[]
['tetrahydrate]']
['monohydrate)']
[]
[]
[]
[]
[]
[]
[]
[]
"['unknown', 'solvate)']"
['tetrahydrate]']
"['acetylene', 'clathrate]']"
"['acetylene', 'clathrate]']"
"['carbon', 'dioxide', 'clathrate]']"
['tetrakis(bis(trifluoromethanesulfonyl)amide))']
['tetrakis(bis(trifluoromethanesulfonyl)amide))']
"['benzene', 'solvate]']"
[]
"['N,N-dimethylacetamide', '', 'solvate', 'hexadecahydrate]']"
[]
[]
['dihydrate]']
[]
[]
['chloride]']
['heptahydrate)']
['trihydrate]']
[]
[]
[]
"[""4,4'-(ethene-1,2-diyl)dipyridine"", 'unknown', 'solvate]']"
"['N,N-dimethylformamide', 'unknown', 'solvate]']"
[]
"['unknown', 'solvate]']"
"['bis(azide)', 'acetone', 'solvate', 'pentahydrate]']"
[]
['hydrate)']
['hydrate)']
['monohydrate]']
[]
['pentahydrate]']
[]
[]
[]
['tetrachloride)']
['hemihydrate]']
['tetrahydrate]']
"['methanol', 'unknown', 'solvate', 'tridecahydrate)']"
"['methanol', 'unknown', 'solvate', 'tridecahydrate)']"
"['pentakis(mu-furan-2,5-dicarboxylato)-tetra-lead(ii)]']"
['dihydrate]']
"['N,N-dimethylacetamide', 'solvate', 'pentahydrate]']"
['dihydrate]']
"['N,N-dimethylformamide', 'solvate', 'dihydrate]']"
[]
"['acetonitrile', 'chloroform', 'solvate', 'dihydrate)']"
['monohydrate]']
[]
[]
[]
[]
[]
"['N,N-diethylformamide', 'solvate]']"
[]
[]
[]
[]
['dihydrate]']
"['phenylphosphonato))-yttrium', 'undecahydrate]']"
[]
[]
['tetrahydrate]']
[]
[]
['dihydrate]']
"['diperchlorate', 'dihydrate]']"
['monohydrate]']
['monohydrate]']
['trihydrate]']
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
[]
[]
"['unknown', 'solvate', 'tetrahydrate]']"
"['dimethylformamide', 'solvate', 'tetrahydrate)']"
"['N,N-dimethylformamide', 'unknown', 'solvate]']"
"['N,N-dimethylformamide', 'unknown', 'solvate]']"
[]
[]
"['dimethylformamide', 'solvate', 'hydrate)']"
"['di-imide)-hexakis(dimethylformamide)-tetra-zinc(ii)', 'dimethylformamide', 'solvate', 'octahydrate)']"
['dihydrate]']
"['unknown', 'solvate]']"
"['unknown', 'solvate)']"
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
[]
[]
[]
['monohydrate]']
[]
['tetrahydrate]']
"['chloride', 'dihydrate]']"
"['chloride', 'trihydroxide', 'hemihydrate]']"
['tetrahydrate]']
"['perchlorate', 'dihydrate]']"
[]
[]
['hydrate)']
[]
[]
[]
[]
"['dimethylformamide', 'solvate]']"
['octahydrate]']
['hydrate]']
[]
[]
"['bis(mu!-citrato)-bis(mu!-citrato)-bis(mu!-citrato)-tetra-aqua-hexa-bismuth', 'tetradecahydrate)']"
['decahydrate]']
"['unknown', 'solvate]']"
"['unknown', 'solvate)']"
"['vanadium(iii)', 'monohydrate)']"
[]
[]
[]
"['unknown', 'solvate)']"
"['unknown', 'solvate]']"
[]
"['unknown', 'solvate]']"
[]
[]
"['dimethylsulfoxide', 'solvate', 'octahydrate]']"
"['dimethylsulfoxide', 'solvate', 'octahydrate]']"
"['dimethylsulfoxide', 'solvate', 'octahydrate]']"
"['dimethylsulfoxide', 'solvate', 'octahydrate]']"
"['unknown', 'solvate]']"
['octacosahydrate)']
['tetrahydrate]']
['octacosahydrate)']
['tetrahydrate]']
"['ethanol', 'solvate', 'tetradecahydrate)']"
['tetrahydrate]']
[]
"['unknown', 'solvate)']"
[]
"['N,N-dimethylformamide', 'solvate)']"
"['unknown', 'solvate)']"
"['toluene', 'solvate)']"
[]
['dihydrate']
"['unknown', 'solvate]']"
"['unknown', 'solvate)']"
[]
['4-(5-carboxylatopyridin-2-yl)isophthalato)-di-lead]']
"['dinitrate', 'hexahydrate]']"
[]
[]
['dihydrate)']
"['N,N-dimethylformamide', 'solvate', 'monohydrate)']"
[]
"['benzene', 'solvate)']"
['tetraferrocene)']
[]
['sulfoxide)-diaqua-tetra-europium(iii))']
['sulfoxide)-diaqua-tetra-gadolinium(iii))']
['sulfoxide)-diaqua-tetra-terbium(iii))']
['sulfoxide)-diaqua-tetra-dysprosium(iii))']
['sulfoxide)-diaqua-tetra-holmium(iii))']
[]
[]
[]
[]
[]
[]
[]
"['potassium', 'hemikis(hydridopotassium)', 'tetrahydrate)']"
[]
[]
"['(mu-silicato)-tetracosakis(mu-oxo)-dodecaoxo-dodeca-tungsten', 'ethanol', 'solvate', 'trihydrate]']"
['hexakis(mu-formato)-di-zinc]']
"['sulfoxide)-di-europium', 'dimethyl', 'sulfoxide', 'solvate)']"
"['chloroform', 'solvate]']"
['bis(ammonia)]']
"['ammonia', 'unknown', 'solvate]']"
"['ammonia', 'unknown', 'solvate]']"
"['ammonia', 'unknown', 'solvate]']"
"['ammonia', 'unknown', 'solvate]']"
"['ammonia', 'unknown', 'solvate]']"
"['ammonia', 'unknown', 'solvate]']"
"['ammonia', 'unknown', 'solvate]']"
['ammonia]']
"['ammonia', 'unknown', 'solvate]']"
"['ammonia', 'unknown', 'solvate]']"
"['ammonia', 'unknown', 'solvate]']"
['perdeuteroammonia]']
['perdeuteroammonia]']
['perdeuteroammonia]']
[]
[]
['acid)-(mu-aqua)-potassium]']
[]
[]
['dihydrate]']
[]
[]
[]
[]
['pentahydrate]']
['heptahydrate]']
"['dimethylformamide', 'solvate', 'hemihydrate)']"
"['N,N-dimethylformamide', 'solvate]']"
[]
['trihydrate]']
[]
[]
[]
[]
[]
[]
[]
[]
[]
"['chloride', 'N,N-dimethylacetamide', 'solvate', 'octahydrate]']"
['iodide)']
"['dimethylformamide', 'solvate', 'decahydrate)']"
"['unknown', 'solvate)']"
"['unknown', 'solvate]']"
[]
[]
['sesquihydrate)']
[]
['undecahydrate]']
['monohydrate]']
[]
"['benzene-1,3,5-tricarboxylato)-di-silver]']"
[]
"['N,N-dimethylformamide', 'solvate]']"
"['benzene', 'solvate]']"
[]
[]
"['N,N-dimethylacetamide', 'solvate', 'tetradecahydrate]']"
[]
"['unknown', 'solvate]']"
[]
[]
[]
"['N,N-dimethylformamide', 'solvate', 'hexahydrate]']"
"['unknown', 'solvate)']"
"['unknown', 'solvate)']"
"['unknown', 'solvate)']"
"['unknown', 'solvate)']"
"['N,N-dimethylformamide', 'unknown', 'solvate]']"
"['unknown', 'solvate]']"
[]
['citrato)-tetra-sodium]']
[]
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
[]
[]
['hydrate]']
[]
[]
[]
['dihydrate]']
['hemihydrate]']
['hemihydrate]']
['hemihydrate]']
['hemihydrate]']
['tetrahydrate]']
['monohydrate]']
['tetrahydrate]']
['dihydrate]']
['tetrahydrate]']
['hemihydrate]']
['hemihydrate]']
['monohydrate]']
"['1,1-dioxide)-tetraaqua-di-potassium', 'monohydrate)']"
"[""sesquikis(N,N'-dimethylpropyleneurea))""]"
['trihydrate)']
"[""N,N'-dimethylpropyleneurea"", 'sesquihydrate)']"
['monohydrate)']
[]
"['unknown', 'solvate)']"
"['[1!,1!:4!,1!-terphenyl]-3!,5!,2!,5!,3!,5!-hexacarboxylato)-diaqua-potassium-tri-manganese', 'unknown', 'solvate]']"
"['N,N-dimethylformamide', 'ethanol', 'solvate)']"
['dihydrate)']
['trihydrate)']
['trihydrate)']
[]
[]
[]
[]
[]
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
['dihydrate)']
[]
[]
['dihydrate]']
['dihydrate]']
['dihydrate)']
[]
['dihydrate)']
['dihydrate)']
[]
[]
[]
['hemihydrate)']
[]
"['dimethylformamide', 'solvate)']"
['monohydrate)']
['monohydrate)']
"['1,3,5-tris(4-carboxylatophenoxymethyl)-2,4,6-trimethylbenzene)-tris(mu-1,2-bis(4-pyridyl)ethene)-tetra-aqua-tri-nickel', 'dimethylformamide', 'solvate', 'octahydrate)']"
[]
[]
"['methanol', 'solvate)']"
[]
[]
[]
[]
['monohydrate]']
['monohydrate]']
[]
[]
[]
"['N,N-dimethylacetamide', 'solvate]']"
['monohydrate]']
['neon]']
['neon]']
['monohydrate]']
['neon]']
['neon]']
['neon]']
['neon]']
['dihydrate]']
"['', 'tetrahydrate]']"
['dihydrate]']
['dihydrate]']
['tetrahydrate)']
[]
['ammonia]']
['tetrahydrate]']
[]
"['unknown', 'solvate)']"
"['unknown', 'solvate)']"
"['unknown', 'solvate)']"
"['unknown', 'solvate)']"
[]
['tetrahydrate)']
"['dioxane', 'solvate)']"
[]
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
"['dichloromethane', 'solvate]']"
['hemihydrate]']
[]
['monohydrate)']
[]
"['diperchlorate', 'tetrahydrate]']"
"['diperchlorate', 'tetrahydrate]']"
['monohydrate]']
"['unknown', 'solvate)']"
"['unknown', 'solvate)']"
"['sulfoxide)-triaqua-octa-zinc(ii)', 'unknown', 'solvate]']"
[]
"['dichloromethane', 'solvate]']"
['monohydrate)']
['dihydrate)']
[]
[]
"['diethylformamide', 'solvate', 'monohydrate)']"
"['dimethylformamide', 'solvate)']"
"['acetone', 'solvate)']"
"['dimethyl', 'sulfoxide', 'solvate)']"
['tetrafluoroborate]']
"['tetraperchlorate', 'dihydrate)']"
"['N,N-dimethylformamide', 'unknown', 'solvate]']"
[]
['monohydrate)']
['dihydrate)']
"['(penta-aqua-zinc)', 'dihydrate)']"
['dihydrate)']
['hexatriacontahydrate)']
['perchlorate)']
[]
[]
"['perchlorate', 'monohydrate)']"
['dodecahydrate]']
['trihydrate)']
[]
"['phosphonato)phenyl)porphyrinato)-palladium(ii)-di-zinc(ii)', 'dihydrate]']"
['phosphonato)phenyl)porphyrinato)-palladium(ii)-di-zinc(ii)]']
['dihydrate)']
['trihydrate)']
['trihydrate]']
['dihydrate)']
[]
[]
"['unknown', 'solvate]']"
"['N,N-dimethylformamide', 'solvate', 'trihydrate]']"
"['N,N-dimethylformamide', 'solvate', 'trihydrate]']"
"['N,N-dimethylformamide', 'solvate', 'tetrahydrate]']"
['hexahydrate]']
['hexahydrate]']
[]
['dodecahydrate]']
['dodecahydrate]']
"['selenito)-di-erbium(iii)', 'tetrahydrate]']"
['hexahydrate]']
['hexahydrate]']
[]
"['unknown', 'solvate]']"
"['N,N-dimethylacetamide', 'solvate]']"
"['dimethylacetamide', 'solvate', 'dihydrate)']"
[]
['octahydrate]']
['octahydrate]']
"['diperchlorate', 'dihydrate', 'clathrate)']"
"['diperchlorate', 'dihydrate]']"
[]
[]
[]
"['unknown', 'solvate]']"
[]
[]
['trihydrate]']
['hexahydrate]']
[]
"['unknown', 'solvate]']"
[]
"['methanol', 'solvate', 'monohydrate]']"
['monohydrate)']
"['bis(sulfate)', 'tetradecahydrate)']"
"['hydroxide', 'N,N-dimethylacetamide', 'solvate]']"
"['hydroxide', 'N,N-dimethylacetamide', 'solvate]']"
"['hydroxide', 'N,N-dimethylacetamide', 'solvate]']"
"['bis(methanol)', 'dihydrate', 'clathrate)']"
"['bis(N,N-dimethylformamide)', 'clathrate)']"
"['bis(N,N-dimethylformamide)', 'clathrate)']"
"['N,N-dimethylformamide', 'clathrate)']"
"['bis(furan)', 'clathrate)']"
"['bis(benzene)', 'clathrate)']"
"['di-iodine', 'clathrate)']"
['hydrate]']
['dihydrate)']
['pentahydrate)']
[]
[]
[]
[]
[]
['dihydrate]']
[]
[]
[]
['dihydrate)']
[]
['monohydrate]']
['monohydrate]']
"['methyl', 'acetate', 'solvate]']"
"['unknown', 'solvate]']"
[]
"['terephthalic', 'acid', 'dimethylformamide', 'solvate', 'tetrahydrate)']"
"['methylamine', 'dihydrate', 'clathrate)']"
"['dimethylamine', 'monohydrate', 'clathrate)']"
"['dimethylformamide', 'solvate', 'dihydrate)']"
['dihydrate]']
[]
[]
['monohydrate)']
['nonahydrate)']
['nonahydrate)']
['octahydrate)']
['nitrate]']
['sesquihydrate]']
['monohydrate]']
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
['dihydrate)']
[]
[]
[]
"['dimethylformamide', 'solvate)']"
"['N,N-dimethylformamide', 'solvate]']"
[]
['monohydrate)']
"['hexaaqua-cobalt', 'trihydrate)']"
[]
[]
[]
[]
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
"['N,N-dimethylformamide', 'solvate]']"
['hydrate)']
['nonahydrate)']
['7-oxide)-(nitrato)-silver)']
['7-oxide)-(mu!-sulfato)-aqua-di-silver)']
"['dimethylacetatmie', 'solvate)']"
[]
['hemihydrate)']
"['unknown', 'solvate)']"
"['dimethylformamide', 'solvate', 'trihydrate)']"
[]
"['N,N-dimethylformamide', 'solvate]']"
"['N,N-dimethylformamide', 'solvate]']"
"['N,N-dimethylformamide', 'solvate]']"
[]
['hydrate)']
['dihydrate)']
"['N,N-dimethylformamide', 'solvate', 'dihydrate)']"
['dihydrate]']
['monohydrate]']
[]
[]
"['tetrafluoroborate', 'acetonitrile', 'chloroform', 'solvate)']"
"['tetrafluoroborate', 'acetonitrile', 'dichloromethane', 'solvate)']"
"['hexafluoroantimonate', 'acetonitrile', 'chloroform', 'solvate)']"
"['acetonitrile', 'dichloromethane', 'solvate)']"
"['hexafluorophosphate', 'acetonitrile', 'dichloromethane', 'solvate)']"
[]
[]
[]
[]
[]
[]
[]
['dihydrate)']
[]
['dibromo-copper(i)]']
['dibromo-copper(i)]']
"['acetone', 'solvate]']"
"['dichloro-copper(i)', 'dimethyl', 'sulfoxide', 'solvate]']"
"['dichloro-copper(i)', 'dimethyl', 'sulfoxide', 'solvate]']"
"['dichloro-copper(i)', 'dimethyl', 'sulfoxide', 'solvate]']"
"['dichloro-copper(i)', 'dimethyl', 'sulfoxide', 'solvate]']"
[]
"['dimethyl', 'sulfoxide', 'solvate', 'monohydrate]']"
[]
['dihydrate]']
"['methanol', 'solvate', 'hydrate)']"
[]
"['ethanol', 'solvate', 'hydrate)']"
['hexahydrate)']
[]
[]
['tetrahydrate)']
['dihydrate)']
['dihydrate)']
[]
"['unknown', 'solvate)']"
[]
['dihydrate)']
['dihydrate)']
['dihydrate)']
"['unknown', 'solvate)']"
['dihydrate)']
['dihydrate)']
"['unknown', 'solvate)']"
['dihydrate)']
"['hydrate', 'unknown', 'solvate]']"
['nonahydrate]']
[]
[]
[]
"['unknown', 'solvate]']"
[]
"['methanol', 'solvate', 'monohydrate)']"
[]
"['dichloride', 'dihydrate)']"
"['N,N-dimethylformamide', 'solvate', 'monohydrate]']"
"['N-methylformamide', 'solvate', 'hydrate]']"
"['unknown', 'solvate', 'hydrate]']"
"['N,N-dimethylformamide', 'solvate]']"
"['ethanol', 'solvate', 'tetradecahydrate]']"
['octahydrate)']
[]
['tetrahydrate]']
"['dinitrate', 'hexahydrate)']"
[]
['tetrahydrate]']
[]
[]
"['dimethylacetamide', 'solvate', 'monohydrate)']"
[]
[]
[]
[]
"['tetraperchlorate', 'acetonitrile', 'solvate', 'octacosahydrate)']"
[]
"['N,N-dimethylformamide', 'solvate]']"
"['N,N-dimethylformamide', 'solvate]']"
"['trichloride', 'pentahydrate)']"
"['trichloride', 'pentahydrate)']"
"['trichloride', 'trihydrate)']"
['tetrahydrate]']
"['tribromide', 'pentahydrate)']"
[]
"['tribromide', 'trihydrate)']"
[]
[]
[]
[]
[]
['trihydrate)']
['dihydrate)']
[]
[]
[]
[]
['tris(mu-dicyanamide)-nickel)']
['tris(mu-dicyanamide)-cobalt)']
['tris(mu-dicyanamide)-manganese)']
[]
['dihydrate]']
[]
[]
[]
[]
"['unknown', 'solvate]']"
['tris(mu!-oxalato)-di-copper(ii)]']
"['unknown', 'solvate]']"
"['acetonitrile', 'solvate)']"
[]
[]
[]
"['N,N-dimethylformamide', 'solvate]']"
['monohydrate]']
['monohydrate]']
['monohydrate]']
"['unknown', 'solvate]']"
[]
[]
[]
[]
[]
[]
[]
[]
[]
"['(benzene-1,3,5-triyltri(4,1-phenylene))tris(phosphonato))-tri-copper', 'unknown', 'solvate]']"
"['unknown', 'solvate)']"
"['unknown', 'solvate)']"
"['ethanol', 'solvate]']"
"['ethanol', 'solvate]']"
"['ethanol', 'solvate]']"
"['ethanol', 'solvate]']"
[]
[]
[]
"['methanol', 'solvate]']"
[]
[]
['acid)-di-zinc)']
[]
[]
"[""hemikis(4,4'-bipyridine)"", 'heptahydrate)']"
"[""terephthalato-O,O')-tetra-cadmium)""]"
[]
[]
['(ethane)]']
"['N,N-dimethylacetamide', 'solvate', 'pentahydrate]']"
['octahydrate)']
"['N,N-dimethylformamide', 'solvate', 'dihydrate)']"
['dihydrate)']
"['N,N-dimethylacetamide', 'solvate', 'hydrate]']"
"['N,N-dimethylformamide', 'solvate', 'hydrate]']"
"['N,N-dimethylacetamide', 'solvate', 'hydrate]']"
"['unknown', 'solvate)']"
[]
"['unknown', 'solvate)']"
[]
[]
[]
['monohydrate]']
['dihydrate]']
[]
['monohydrate]']
[]
[]
"[""tetrakis(4,4'-bipyridine)"", 'decahydrate)']"
[]
[]
[]
[]
"['methanol', 'solvate]']"
"['acid))-hexakis(N,N-dimethylformamide)-hexa-aqua-dodeca-copper]']"
[]
['trihydrate]']
['hydrate)']
"['ethanol', 'solvate', 'octahydrate]']"
"['dimethylformamide', 'solvate)']"
"['dinitrate', 'unknown', 'solvate', 'dihydrate)']"
"['malato)-aqua-di-copper', 'trihydrate)']"
"['malato)-aqua-di-copper', 'trihydrate)']"
['octahydrate]']
['hydrate]']
"['diethyl', 'ketone', 'clathrate', 'monohydrate]']"
['dihydrate]']
"[""4,4'-bipyridine]""]"
[]
[]
[]
[]
[]
[]
[]
[]
[]
"['sulfoxide)-di-holmium', 'monohydrate)']"
"['unknown', 'solvate]']"
"['unknown', 'solvate]']"
[]
['pentahydrate)']
"['unknown', 'solvate', 'monohydrate]']"
['dihydrate]']
"['tetrachloroethane', 'solvate', 'tetradecahydrate)']"
[]
"['dimethylformamide', 'solvate]']"
[]
['monohydrate)']
['monohydrate)']
['monohydrate)']
['tetrahydrate]']
['acid)-di-praseodymium(iii)]']
['hexahydrate]']
['dihydrate]']
"['N,N-dimethylformamide', 'solvate', 'nonahydrate]']"
"['cadmium', 'bis(azide))']"
[]
[]
"['tetrahydrofuran', 'solvate)']"
"['toluene', 'solvate)']"
"['phosphono)benzene-1,3-dicarboxylato)-(mu-5-phosphonobenzene-1,3-dicarboxylato)-iron(ii)-di-zinc(ii)', 'unknown', 'solvate]']"
[]
"['phosphono)benzene-1,3-dicarboxylato)-(mu-5-phosphonobenzene-1,3-dicarboxylato)-cobalt(ii)-di-zinc(ii)', 'unknown', 'solvate]']"
[]
['trihydrate)']
"['unknown', 'solvate]']"
[]
[]
"['unknown', 'solvate]']"
['dihydrate]']
['tetrahydrate]']
[]
[]
"['1,4-bis(benzimidazol-1-ylmethyl)benzene]']"
['dihydrate']
['dihydrate']
[]
"['1,4-dioxane', 'solvate', 'sesquihydrate]']"
[]
['methane)']
['methane)']
['methane)']
['methane)']
['methane)']
[]
"['dimethylformamide', 'solvate', 'tetrahydrate)']"
"['dimethylformamide', 'solvate', 'dihydrate)']"
[]
['hemihydrate)']
['(mu!1-phosphato)-(mu!-hydroxo)-henicosakis(mu!-oxo)-dodeca-oxo-di-molybdenum(v)-deca-molybdenum(vi)]']
['monohydrate)']
['monohydrate)']
['hexahydrate)']
[]
[]
['hemihydrate)']
"['N,N-dimethylformamide', 'solvate]']"
[]
"['monohydrate', 'methanol', 'unknown', 'solvate]']"
['hexadecahydrate]']
"['N,N-dimethylformamide', 'solvate', 'octahydrate]']"
"['N,N-dimethylformamide', 'solvate]']"
['monohydrate]']
"['dihydrate', 'clathrate)']"
"['dihydrate', 'clathrate)']"
"['dihydrate', 'clathrate)']"
"['dihydrate', 'clathrate)']"
"['dihydrate', 'clathrate)']"
"['diperchlorate', 'dihydrate]']"
['trihydrate)']
['hexahydrate)']
[]
['acid)-diaqua-barium)']
[]
