,0
14817,catena-(bis(mu-2-methylimidazolato)-zinc argon)
14818,catena-(bis(mu!5$-4-sulfonatobenzoato)-bis(mu!2$-pyridin-4-amine)-tetra-silver(i))
14819,catena-(bis(mu-2-methylimidazolato)-zinc unknown solvate)
14820,catena-(bis(mu-2-methylimidazolato)-zinc argon)
14821,"catena(Tetra-aqua-tetrakis(mu!2$-formato-O,O')-di-nickel(ii))"
14822,catena-(tetrakis((mu!2$-Formato)-(aqua))-di-nickel(ii))
14823,catena-[tetrakis(mu-formato)-tetraaqua-di-nickel(ii)]
14824,catena-(tetrakis(mu-formato)-tetra-aqua-di-nickel)
14825,catena-(bis(mu-2-methylimidazolato)-zinc methane)
14826,catena-(bis(mu-2-methylimidazolato)-zinc methane)
14827,catena-(bis(mu-2-methylimidazolato)-zinc methane)
14828,catena-(bis(mu-2-methylimidazolato)-zinc dinitrogen)
14829,catena-(bis(mu-2-methylimidazolato)-zinc dinitrogen)
14830,catena-(bis(mu-2-methylimidazolato)-zinc dinitrogen)
14831,catena-(bis(mu-2-methylimidazolato)-zinc dinitrogen)
14832,catena-(bis(mu-2-methylimidazolato)-zinc argon)
14833,catena-(bis(mu-2-methylimidazolato)-zinc dinitrogen)
14834,catena-(bis(mu-2-methylimidazolato)-zinc dinitrogen)
14835,catena-(bis(mu-2-methylimidazolato)-zinc dinitrogen)
14836,catena-(bis(mu-2-methylimidazolato)-zinc methane)
14837,catena-(bis(mu-2-methylimidazolato)-zinc dioxygen)
14838,catena-(bis(mu-2-methylimidazolato)-zinc dioxygen)
14839,catena-(bis(mu-2-methylimidazolato)-zinc dioxygen)
14840,catena-(bis(mu-2-methylimidazolato)-zinc dioxygen)
14841,catena-(bis(mu-2-methylimidazolato)-zinc dinitrogen)
14842,catena-(bis(mu-2-methylimidazolato)-zinc methane)
14843,catena-(bis(mu-2-methylimidazolato)-zinc methane)
14844,"catena-[(mu-4,4'-(1,4-phenylene)dipyridine)-bis(mu-[1,1'-biphenyl]-4,4'-dicarboxylato)-di-zinc(ii)]"
14845,"catena-[(mu-4,4'-(1,4-phenylene)dipyridine)-bis(mu-[1,1'-biphenyl]-4,4'-dicarboxylato)-di-zinc(ii) N,N-dimethylformamide solvate]"
14846,"catena-[tetrakis(mu!4$-2,2'-bipyridine-5,5'-dicarboxylato)-(mu!3$-2,2'-bipyridine-5,5'-dicarboxylato)-(mu!3$-5'-carboxy-2,2'-bipyridine-5-carboxylato)-penta-aqua-di-cobalt-tri-lutetium diperchlorate hydrate]"
14847,"catena-[tetrakis(mu!4$-2,2'-bipyridine-5,5'-dicarboxylato)-(mu!3$-2,2'-bipyridine-5,5'-dicarboxylato)-(mu!3$-5'-carboxy-2,2'-bipyridine-5-carboxylato)-penta-aqua-di-cobalt-tri-thulium diperchlorate undecahydrate]"
14848,"catena-[tris(mu!4$-2,2'-bipyridine-5,5'-dicarboxylato)-bis(mu!3$-2,2'-bipyridine-5,5'-dicarboxylato)-(mu!4$-5'-carboxy-2,2'-bipyridine-5-carboxylato)-penta-aqua-di-cobalt-tri- holmium diperchlorate hydrate]"
14849,"catena-[tetrakis(mu!4$-2,2'-bipyridine-5,5'-dicarboxylato)-(mu!3$-2,2'-bipyridine-5,5'-dicarboxylato)-(mu!3$-5'-carboxy-2,2'-bipyridine-5-carboxylato)-penta-aqua-di-cobalt-tri-dysprosium diperchlorate undecahydrate]"
14850,"catena-[tetrakis(mu!4$-2,2'-bipyridine-5,5'-dicarboxylato)-(mu!3$-2,2'-bipyridine-5,5'-dicarboxylato)-(mu!3$-5'-carboxy-2,2'-bipyridine-5-carboxylato)-penta-aqua-di-cobalt-tri-europium diperchlorate hydrate]"
14851,"catena-[(mu!4$-Biphenyl-4,4'-dicarboxylato)-(mu!2$-oxo)-vanadium]"
14852,"catena-(tris(mu!8$-5,5'-Naphthalene-2,7-diyldi-isophthalato)-hexakis(unknown solvent)-hexa-copper)"
14853,"catena-((mu!4$-Benzene-1,3,5-tricarboxylato)-bis(N,N-dimethylformamide)-erbium monohydrate)"
14854,"catena-((mu!4$-Benzene-1,3,5-tricarboxylato)-bis(N,N-dimethylformamide)-terbium monohydrate)"
14855,"catena-((mu!4$-Benzene-1,3,5-tricarboxylato)-bis(N,N-dimethylformamide)-dysprosium monohydrate)"
14856,"catena-((mu!4$-Benzene-1,3,5-tricarboxylato)-bis(N,N-dimethylformamide)-thulium monohydrate)"
14857,"catena-((mu!4$-Benzene-1,3,5-tricarboxylato)-bis(N,N-dimethylformamide)-ytterbium monohydrate)"
14858,"catena-((mu!2$-5-Methylisophthalato)-(mu!2$-4,4'-sulfanediyldipyridine)-zinc)"
14859,"catena-[(mu-4,4'-(ethene-1,2-diyl)dipyridine)-(mu-4,4'-oxydibenzoato)-cobalt(ii) hydrate]"
14860,"catena-(octakis(mu!6$-1,3,5-tris(4-Carboxylatophenyl)benzene)-tris(mu!4$-oxo)-dodeca-cobalt)"
14861,"catena-[(mu-1,3-phenylenebis(phosphonato))-diaqua-tetra-oxo-di-uranium(vi) dihydrate]"
14862,"catena-[(mu-1-(4-carboxylatophenyl)-5-methyl-1H-pyrazole-3-carboxylato)-aqua-cadmium N,N-dimethylformamide solvate sesquihydrate]"
14863,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) iodine clathrate)"
14864,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) iodine clathrate)"
14865,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) iodine clathrate)"
14866,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(furan) clathrate)"
14867,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(furan) clathrate)"
14868,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(furan) clathrate)"
14869,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(benzene) clathrate)"
14870,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(benzene) clathrate)"
14871,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(benzene) clathrate)"
14872,catena-[dimethylammonium(mu-oxo)-bis(mu-pyridine-4-carboxylato)-(acetato)-di-copper unknown solvate]
14873,catena-[bis(mu-chloro)-(mu-oxo)-tetrakis(mu-pyridine-4-carboxylato)-tetra-copper dichloro-copper unknown solvate]
14874,catena-(Nona-aqua-(mu!6$-mellitato)-di-lanthanum(iii) dihydrate)
14875,"catena-((mu!2$-1,3-bis(pyrid-4-yl)propane-N,N')-(mu!2$-D-camphorato)-cadmium(ii) dihydrate)"
14876,"catena-[(mu-4,4',4'',4'''-(9H-carbazole-1,3,6,8-tetrayl)tetrabenzoato)-bis(mu-hydroxo)-bis(mu-oxo)-diaqua-bis(hydroxy)-tri-zirconium unknown solvate]"
14877,"catena-((mu!2$-1,3-bis(pyrid-4-yl)propane-N,N')-(mu!2$-D-camphorato)-cadmium(ii))"
14878,"catena-((mu!2$-1,3-bis(pyrid-4-yl)propane-N,N')-(mu!2$-D-camphorato)-cadmium(ii))"
14879,"catena-(bis(mu!2$-1,3-bis(pyrid-4-yl)propane-N,N')-bis(mu!2$-D-camphorato)-di-cadmium(ii))"
14880,"catena-((mu!2$-1,3-bis(pyrid-4-yl)propane-N,N')-(mu!2$-D-camphorato)-zinc(ii) monohydrate)"
14881,"catena-(bis(mu!3$-2-aminoacetato)-bis(mu!2$-aqua)-(mu!3$-naphthalene-1,5-sulfonato)-hexa-silver(i) dihydrate)"
14882,"catena-(tetrakis(mu!9$-phosphato)-tetrakis(mu!3$-oxo)-pentakis(mu!2$-4,4'-bipyridineN,N'-dioxide)-bis(mu!2$-hydroxo)-octahexacontakis(mu!2$-oxo)-docosaaqua-docosaoxo-triaconta-tungsten-tetra-cerium-tetra-manganese-di-sodium octahydrate)"
14883,"catena-[bis(mu-4,4',4''-(pyridin-1-ium-2,4,6-triyl)tribenzoato)-bis(mu-1,3, 5-tris(1-imidazolyl)benzene)-diaqua-tri-cobalt(ii) bis(hydroxide) undecahydrate]"
14884,"catena-[(mu-5-{[(4-carboxylatophenyl)methyl][(4-carboxyphenyl)methyl]amino}benzene-1,3-dicarboxylato)-cobalt(ii)-lithium(i) N,N-dimethylacetamide solvate]"
14885,"catena-[(mu-5-{bis[(4-carboxylatophenyl)methyl]amino}benzene-1,3-dicarboxylato)-bis(N,N-dimethylformamide)-di-lithium(i)-cobalt(ii) N,N-dimethylformamide unknown solvate]"
14886,"catena-((mu!2$-1,1'-Propane-1,3-diylbis(1H-1,2,4-triazole))-(mu!2$-5-nitro-2-carboxybenzene-1,3-dicarboxylato)-copper(ii) dihydrate)"
14887,"catena-(tetrakis(mu!2$-Thiophene-2,5-dicarboxylato)-tetrakis(mu!2$-1,1'-butane-1,4-diylbis(1H-imidazole))-tetra-zinc tetrahydrate)"
14888,"catena-(tris(mu!3$-thiophene-2,5-dicarboxylato)-tetrakis(mu!2$-1,1'-biphenyl-4,4'-diylbis(1H-imidazole))-bis(mu!2$-aqua)-triaqua-tetra-cobalt thiophene-2,5-dicarboxylate N,N-dimethylformamide solvate dihydrate)"
14889,"catena-(bis(mu!2$-thiophene-2,5-dicarboxylato)-tris(mu!2$-1,1'-biphenyl-4,4'-diylbis(1H-imidazole))-di-cadmium N,N-dimethylformamide methanol solvate monohydrate)"
14890,"catena-((mu!3$-1,1',1''-Benzene-1,3,5-triyltris(1H-imidazole))-(mu!2$-thiophene-2,5-dicarboxylato)-cobalt hemikis(thiophene-2,5-dicarboxylic acid) N,N-dimethylformamide solvate)"
14891,"catena-(hexakis(mu!3$-2,2'-Oxydiacetato)-hexa-aqua-tri-copper(ii)-di-neodymium(iii) trihydrate)"
14892,catena-(hexakis(mu!3$-Diglycolato)-hexaaqua-tri-copper(ii)-di-erbium)
14893,catena-[bis(mu!4$-Oxydiacetato)-(mu!3$-oxydiacetato)-tetraaqua-tri-calcium tetrahydrate]
14894,"catena-((mu!3$-3,3'-[4,11-bis(2-carboxylatoethyl)-1,4,8,11-tetra-azacyclotetradecane-4,11-di-ium-1,8-diyl]dipropanoate)-aqua-hydroxy-cerium(iii) decahydrate)"
14895,catena-((mu!4$-Terephthalato)-(mu!2$-pyridine-N-oxide)-cobalt)
14896,catena-((mu-terephthalato)-(mu-pyridine N-oxide)-cobalt)
14897,catena-((mu!4$-terephthalato)-(mu!2$-pyridine N-oxide)-cobalt(ii))
14898,"catena-[bis(mu!2$-[(5-carboxylato-2,4-dichlorophenyl)sulfonyl]amido)-bis(mu!2$-4,4'-bipyridine)-di-zinc(ii)]"
14899,"catena-[bis(mu!8$-Porphyrinato-5,10,15,20-tetrabenzoato)-(mu!7$-porphyrinato-5,15-dibenzoato-10,20-bis(benzoic acid))-tetraaqua-bis(dimethylformamide)-tri-copper-tetra-dysprosium unknown solvate]"
14900,catena-[bis(mu!2$-aqua)-diaqua-bis(mu!7$-oxalato)-calcium-di-cesium]
14901,catena-[(mu!5$-Citrato)-bis(mu!2$-aqua)-diaqua-nickel(ii)-potassium]
14902,"catena-[hexakis(mu-pyrazole-3,5-dicarboxylato)-tetrakis(mu-hydroxo)-tetrakis(mu-oxido)-hexa-zirconium hexacosahydrate]"
14903,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) tris(methanol) monohydrate clathrate)"
14904,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) tris(methanol) monohydrate clathrate)"
14905,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) tris(methanol) monohydrate clathrate)"
14906,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(tetrahydrofuran) clathrate)"
14907,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(tetrahydrofuran) clathrate)"
14908,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(tetrahydrofuran) clathrate)"
14909,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(acetonitrile) clathrate)"
14910,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(acetonitrile) clathrate)"
14911,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(acetonitrile) clathrate)"
14912,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(acetone) clathrate)"
14913,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(acetone) clathrate)"
14914,"catena-(dodecakis(mu!3$-Formato-O,O,O')-hexa-iron(ii) bis(acetone) clathrate)"
14915,"catena-((mu!2$-1,3-bis(pyrid-4-yl)propane-N,N')-(mu!2$-DL-camphorato)-cadmium(ii))"
14916,catena-((mu!4$-2-(4-Carboxylatophenoxy)benzoato)-(mu!3$-2-(4-carboxyphenoxy)benzoato)-gadolinium)
14917,catena-[(mu-carbonato)-(mu-hydroxo)-terbium]
14918,"catena-[tris(mu-N,N'-([1,1'-biphenyl]-4,4'-diyl)di(pyridine-4-carboxamide))-octakis(mu-naphthalene-2,6-dicarboxylato)-diaqua-octa-zinc N,N-dimethylformamide unknown solvate]"
14919,"catena-(1,4-bis(Imidazol-3-ium-1-ylmethyl)benzenetetrakis(mu!4$-oxo)-bis(mu!2$-1,4-bis(imidazol-1-ylmethyl)benzene)-hexacosakis(mu!2$-oxo)-decaoxo-nickel-dodeca-tungsten-vanadium monohydrate)"
14920,"catena-[bis(mu-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine)-hexakis(chloro)-tri-zinc hemikis(3-methylcyclopentadecan-1-one) cyclohexane solvate]"
14921,"catena-[bis(mu-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine)-hexakis(chloro)-tri-zinc(ii) hemikis(3-methylcyclopentadecan-1-one) cyclohexane solvate]"
14922,"catena-(1,4-bis(Imidazol-3-ium-1-ylmethyl)benzenetetrakis(mu!4$-oxo)-bis(mu!2$-1,4-bis(imidazol-1-ylmethyl)benzene)-hexacosakis(mu!2$-oxo)-decaoxo-cobalt-dodeca-tungsten-vanadium dihydrate)"
14923,"catena-[bis(mu-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine)-hexakis(chloro)-tri-zinc(ii) cyclohexane solvate]"
14924,"catena-[bis(mu-2,4,6-tris(pyridin-4-yl)-1,3,5-triazine)-hexakis(iodo)-tri-zinc(ii) 1,2,3,4,5-pentamethylcyclopenta-1,3-diene solvate]"
14925,"catena-[tris(mu!16$-tetrakis((3,5-Dicarboxylatophenoxy)methyl)methane)-tetrakis(mu!6$-phosphonato)-hexadeca-zinc unknown solvate]"
14926,catena-[tris(mu-acetylenedicarboxylato)-hexa-aqua-di-dysprosium(iii) dihydrate]
14927,"catena-((mu!2$-2,11-dithia-4,5,6,7,8,9-hexahydro[3.3]paracyclophane-S,S')-(mu!2$-nitrato)-silver(i) tetrahydrofuran solvate)"
14928,"catena-[sodium(mu-[1,1'-biphenyl]-4,4'-dicarboxylato)-(mu-2,2'-azanediyldiacetato)-cerium(iii) hydrate]"
14929,"catena-[(mu!8$-5',5''-Propane-2,2-diylbis(2'-ethoxy-1,1':3',1''-terphenyl-4,4''-dicarboxylato))-diaqua-di-copper unknown solvate]"
14930,"catena-[(mu!8$-5',5''-Propane-2,2-diylbis(2'-ethoxy-1,1':3',1''-terphenyl-4,4''-dicarboxylato))-diaqua-di-copper unknown solvate]"
14931,"catena-[bis(mu!8$-5',5''-Propane-2,2-diylbis(2'-methoxy-1,1':3',1''-terphenyl-4,4''-dicarboxylato))-tetra-aqua-tetra-copper unknown solvate]"
14932,"catena-(bis(mu!3$-Benzene-1,3,5-tricarboxylato)-tris(mu!2$-1,4-bis(isonicotinamido)benzene)-tri-copper(ii) pentahydrate clathrate)"
14933,"catena-(bis(mu-5,5'-[1,2-phenylenebis(azanylylidenemethylylidene)]bis(6-oxynaphthalene-2-carboxylato))-(mu-oxo)-diaqua-di-cadmium(ii)-di-iron(iii) dimethylformamide solvate)"
14934,"catena-(1,2,3,4-tetrakis(4-Pyridyl)cyclobutane-silver(i) tetrafluoroborate acetonitrile solvate)"
14935,"catena-(bis(mu!3$-Isonicotinato-O,O,O',N)-bis(mu!3$-isonicotinato-O,O',N)-bis(mu!2$-oxalato)-di-cerium(iii)-di-copper(i) dihydrate clathrate)"
14936,catena-((mu!4$-Oxalato)-bis(mu!2$-hydroxo)-bis(mu!2$-isonicotinato)-di-dysprosium(iii))
14937,catena-((mu!4$-Oxalato)-bis(mu!2$-hydroxo)-bis(mu!2$-isonicotinato)-di-erbium(iii))
14938,"catena-(bis(mu!3$-3,3',3''-Benzene-1,3,5-triyltris(1H-pyrazole))-(mu!2$-3,3',3''-benzene-1,3,5-triyltris(1H-pyrazolato))-nonakis(mu!2$-oxo)-trioxo-tri-copper-tetra-molybdenum)"
14939,"catena-(bis(mu!3$-Isonicotinato-O,O,O',N)-bis(mu!3$-isonicotinato-O,O',N)-bis(mu!2$-oxalato)-di-copper(i)-di-lanthanum(iii) dihydrate clathrate)"
14940,"catena-(bis(mu!3$-Isonicotinato-O,O,O',N)-bis(mu!3$-isonicotinato-O,O',N)-bis(mu!2$-oxalato)-di-copper(i)-di-praseodymium(iii) dihydrate clathrate)"
14941,catena-((mu!3$-5-Fluoronicotinato)-(mu!2$-5-fluoronicotinato)-cadmium)
14942,catena-((mu!4$-Oxalato)-bis(mu!2$-hydroxo)-bis(mu!2$-isonicotinato)-di-terbium(iii))
14943,catena-(bis(mu!3$-5-Fluoronicotinato)-cadmium)
14944,catena-((mu!3$-5-Chloronicotinato)-(mu!2$-5-chloronicotinato)-cadmium)
14945,catena-(tetrakis(mu!5$-2-Nitroterephthalato)-(mu!4$-terephthalato)-bis(mu!4$-oxo)-diaqua-hepta-zinc dimethylformamide solvate hydrate)
14946,"catena-(tetrakis(mu!2$-4,4'-Dipyridylsulfide-N,N')-bis(mu!2$-sulfato-O,O')-penta-aqua-(sulfato-O)-tri-copper(ii) decahydrate)"
14947,"catena-[bis(mu-thiophene-2,5-dicarboxylato)-(N,N-dimethylformamide)-cobalt-lithium unknown solvate]"
14948,"catena-[(mu-tetrakis((4-carboxylatobenzyl)oxy)-6,12,18,24-tetra-methoxy-resorcin[4]arene)-aqua-di-zinc(ii) N,N-diethylformamide solvate]"
14949,"catena-[(mu-tetrakis((4-carboxylatobenzyl)oxy)-6,12,18,24-tetra-methoxy-resorcin[4]arene)-aqua-di-manganese(ii) N,N-dimethylformamide solvate dihydrate]"
14950,catena-[(+)-tetrakis(mu-cyano)-octakis(4-iodopyridine)-tetracyano-di-manganese(ii)-niobium(iv)]
14951,catena-[(+)-tetrakis(mu-cyano)-octakis(4-iodopyridine)-tetracyano-di-manganese(ii)-niobium(iv)]
14952,catena-[(-)-tetrakis(mu-cyano)-octakis(4-iodopyridine)-tetracyano-di-manganese(ii)-niobium(iv)]
14953,catena-[(-)-tetrakis(mu-cyano)-octakis(4-iodopyridine)-tetracyano-di-manganese(ii)-niobium(iv)]
14954,catena-[tetrakis(mu-cyano)-octakis(4-chloropyridine)-tetracyano-di-manganese(ii)-niobium(iv)]
14955,catena-[tetrakis(mu-cyano)-octakis(4-chloropyridine)-tetracyano-di-manganese(ii)-niobium(iv)]
14956,"catena-[(mu-5-(4-carboxyphenoxy)benzene-1,3-dicarboxylato)-(mu-3,3',5,5'-tetramethyl-1H,1'H-4,4'-bipyrazole)-cadmium(ii) unknown solvate]"
14957,catena-(bis(mu!5$-Oxalato)-(mu!4$-oxalato)-bis(mu!2$-aqua)-(mu!2$-oxalato)-di-cerium-di-lithium dihydrate)
14958,catena-(bis(mu!5$-Oxalato)-(mu!4$-oxalato)-bis(mu!2$-aqua)-(mu!2$-oxalato)-diaqua-dicerium-di-sodium dihydrate)
14959,"catena-(tetrakis(mu!6$-Benzene-1,3,5-tricarboxylato)-hexaaqua-tri-iron(ii)-tri-iron(iii) trichloride N,N-dimethylformamide clathrate)"
14960,"catena-[(mu-silicato)-tetrakis(mu-1,10-phenanthroline-2,9-dicarboxylato)-hexacosakis(mu-oxo)-nona-aqua-deca-oxo-tetra-neodymium(iii)-dodeca-tungsten pentahydrate]"
14961,"catena-[bis(mu-4,4'-oxydibenzoato)-(mu-3,3'-[hydrazine-1,2-diylidenedi(eth-1-yl-1-ylidene)]dipyridine)-di-zinc(ii) tetrahydrate]"
14962,"catena-[bis(mu-4,4'-(1,3,6,8-tetraoxo-1,3,6,8-tetrahydrobenzo[lmn][3,8]phenanthroline-2,7-diyl)bis(3,5-dimethylpyrazolyl))-tetrakis(hydroxo)-tetra-copper(ii) unknown solvate]"
14963,"catena-[bis(mu-1,3,5-tris(1-imidazolyl)benzene)-hexakis(mu-phosphonato)-hexa-zinc(ii) N,N-dimethylformamide solvate pentahydrate]"
14964,"catena-[bis(mu-1,3,5-tris(1-imidazolyl)benzene)-hexakis(mu-phosphonato)-hexa-zinc(ii) N,N-dimethylacetamide solvate pentahydrate]"
14965,"catena-((mu!5$-5,10,15,20-tetrakis(4-Pyridyl-N-oxide)porphyrinato)-tetrabromo-di-mercury-nickel(ii))"
14966,catena-((mu!5$-2-Phosphonatoisonicotinic acid)-cadmium)
14967,"catena-((mu!4$-Pyridine-2,4-dicarboxylato-N,O,O',O'')-(mu!3$-hydroxo)-(mu!2$-hydroxo)-di-zinc)"
14968,"catena-((mu!4$-Pyridine-2,4-dicarboxylato-N,O,O',O'')-(mu!3$-hydroxo)-(mu!2$-hydroxo)-di-zinc)"
14969,"catena-(bis(mu-1-oxido-N'-[(2-oxyphenyl)methylidene]-1lambda$5!-pyridine-3-carbohydrazide)-bis(mu-4,4'-bipyridine-N,N'-dioxide)-bis(methanol)-di-dysprosium(iii) diperchlorate methanol solvate)"
14970,"catena-(bis(mu-1-oxido-N-[(2-oxyphenyl)methylidene]-1lambda$5!-pyridine-3-carbohydrazonato)-bis(mu-4,4'-bipyridinium N,N'-dioxide)-bis(methanol)-di-dysprosium(iii) diperchlorate)"
14971,"catena-[(mu!6$-Succinato)-bis(mu!4$-benzene-1,4-dicarboxylato)-di-lanthanum(iii)]"
14972,"catena-(bis(mu!3$-Benzene-1,3,5-tricarboxylato)-tris(mu!2$-1,4-bis(isonicotinamido)benzene)-tri-copper(ii))"
14973,"catena-(tris(mu!2$-1,4-bis(Imidazolyl)butane)-nickel(ii) dinitrate)"
14974,"catena-(bis(mu-hydroxy(4-methylphenyl)acetato)-tris(mu-4,4'-bipyridine)-di-cobalt bis(trifluoromethanesulfonate) (trifluoromethyl)benzene methanol solvate)"
14975,"catena-(tris(mu-4,4'-bipyridine)-bis(mu-(2-chlorophenyl)(hydroxy)acetato)-di-cobalt bis(trifluoromethanesulfonate) 1,2-dichlorobenzene solvate)"
14976,catena-[meso-bis(mu!5$-tartrato)-(mu!2$-aqua)-tetra-lithium]
14977,"catena-(tris(mu-4,4'-bipyridine)-bis(mu-(4-chlorophenyl)(hydroxy)acetato)-di-cobalt bis(trifluoromethanesulfonate) (trifluoromethyl)benzene methanol solvate)"
14978,catena-(tetrakis(mu!2$-oxalato)-tetra-aqua-di-cadmium-zirconium hydrate)
14979,"catena-(bis((mu!4$-1,4-Benzenedicarboxylato)-(mu!3$-1-((4'-((pyridin-3-yloxy)methyl)biphenyl-4-yl)methyl)pyridine-3-olato)-(mu!3$-1,4-benzenedicarboxylato))-(mu!2$-1,4-benzenedicarboxylato)-penta-zinc(ii) dihydrate)"
14980,"catena-[(mu!7$-4,4',4''-((2,4,6-Trimethylbenzene-1,3,5-triyl)tris(methyleneoxy))tribenzoato)-(mu!5$-4,4',4''-((2,4,6-trimethylbenzene-1,3,5-triyl)tris(methyleneoxy))tribenzoato)-bis(N,N-dimethylformamide)-diaqua-tri-manganese(ii) unknown solvate]"
14981,"catena((mu!5$-Benzene-1,3,5-tricarboxylato)-diaqua-barium hemihydrate)"
14982,"catena-[bis(mu!5$-Hydrogenbenzene-1,3,5-tricarboxylato)-tetra-aqua-di-barium monohydrate]"
14983,"catena((mu!5$-Benzene-1,3,5-tricarboxylato)-diaqua-strontium hemihydrate)"
14984,"catena-[(mu-3,3',5,5'-biphenyl-tetracarboxylato)-bis(mu-hydroxo)-di-aluminium(iii) hemikis(perdeutero-ammonia)]"
14985,"catena-[(mu-3,3',5,5'-biphenyl-tetracarboxylato)-bis(mu-hydroxo)-di-aluminium(iii) perdeutero-ammonia]"
14986,"catena-[(mu-3,3',5,5'-biphenyl-tetracarboxylato)-bis(mu-hydroxo)-di-aluminium(iii)]"
14987,"catena-[(mu-oxido)-bis(mu-[1$1!,2$1!:2$3!,3$1!-terphenyl]-1$4!,2$5!,3$4!-tricarboxylato)-bis(1-methylpyrrolidin-2-one)-aqua-tetra-zinc(ii) 1-methylpyrrolidin-2-one solvate dihydrate]"
14988,"catena-[(mu-4,4'-bipyridine)-bis(mu-3$4!-carboxy[1$1!,2$1!:2$3!,3$1!-terphenyl]-1$4!,2$5!-dicarboxylato)-di-zinc N,N-dimethylformamide solvate dihydrate]"
14989,"catena-[(mu-5-carboxy-3'-nitro[1,1'-biphenyl]-3,4'-dicarboxylato)-(acetonitrile)-manganese]"
14990,"catena-[oxonium(mu-2'-nitro[1,1'-biphenyl]-3,4',5-tricarboxylato)-manganese monohydrate]"
14991,"catena-[tetrakis(mu-5-carboxy-2'-nitro[1,1'-biphenyl]-3,4'-dicarboxylato)-pentaaqua-tetra-manganese dihydrate]"
14992,"catena-[bis(mu-N,N-dimethylformamide)-bis(mu-2'-nitro[1,1'-biphenyl]-3,4',5-tricarboxylato)-tri-manganese monohydrate]"
14993,"catena-((mu!5$-(4-(3,5-bis(1-Carboxylatomethyl-1H-(1,2,3)triazol-4-yl)phenyl)-(1,2,3)triazol-1-yl)acetate)-diaqua-lanthanum hexahydrate)"
14994,"catena-[(mu!2$-4-(3,5-Dimethyl-4H-1,2,4-triazol-4-yl)benzoato-N,O)-(mu!2$-4-(3,5-dimethyl-4H-1,2,4-triazol-4-yl)benzoato-N:O,O')-zinc(ii) N,N-dimethylformamide solvate sesquihydrate]"
14995,"catena-(bis(mu!2$-4,4'-Bipyridine)-(mu!5$-2-sulfoterephthalicacid)-(mu!3$-2-sulfoterephthalic acid)-4,4'-bipyridine-triaqua-tri-cadmium)"
14996,"catena-(tris(mu-5,5'-(thieno[3,2-b]thiene-3,6-diyl)bis(benzene-1,3-dicarboxylato))-hexa-aqua-hexa-copper unknown solvate)"
14997,catena-(dimethylammoniumoxonium bis(mu!4$-4-phosphonatobenzoato)-di-zinc(ii) dihydrate)
14998,catena-bis(Diaqua-(mu!3$-nitrilotriacetato)-dysprosium(iii)) tetrahydrate
14999,catena-[Oxoniumbis(mu!4$-iodo)-octadecakis(mu!3$-isonicotinato)-bis(mu!3$-oxo)-tris(mu!2$-iodo)-octa-copper(i)-hexa-neodymium(iii)]
15000,catena-[Oxoniumbis(mu!4$-iodo)-octadecakis(mu!3$-isonicotinato)-bis(mu!3$-oxo)-tris(mu!2$-iodo)-octa-copper(i)-hexa-samarium(iii)]
15001,catena-[Oxoniumbis(mu!4$-iodo)-octadecakis(mu!3$-isonicotinato)-bis(mu!3$-oxo)-tris(mu!2$-iodo)-octa-copper(i)-hexa-gadolinium(iii)]
15002,catena-[Oxoniumbis(mu!4$-iodo)-octadecakis(mu!3$-isonicotinato)-bis(mu!3$-oxo)-tris(mu!2$-iodo)-octa-copper(i)-hexa-terbium(iii)]
15003,catena-[Oxoniumbis(mu!4$-iodo)-octadecakis(mu!3$-isonicotinato)-bis(mu!3$-oxo)-tris(mu!2$-iodo)-octa-copper(i)-hexa-dysprosium(iii)]
