,0
8140,"catena-((mu-5,10,15,20-tetrakis(4-(hydrogenphosphonato)phenyl)porphyrinato)-di-cobalt(ii)-nickel(ii) bis(1,4-diazabicyclo-octane) hexahydrate)"
8141,"catena-((mu-5,10,15,20-tetrakis(4-(hydrogenphosphonato)phenyl)porphyrinato)-di-cobalt(ii)-nickel(ii) bis(1,4-diazabicyclo-octane) hexahydrate)"
8142,"catena-((mu-5,10,15,20-tetrakis(4-(hydrogenphosphonato)phenyl)porphyrinato)-di-cobalt(ii)-nickel(ii) bis(1,4-diazabicyclo-octane) hexahydrate)"
8143,"catena-((mu-5,10,15,20-tetrakis(4-(hydrogenphosphonato)phenyl)porphyrinato)-di-cobalt(ii)-nickel(ii) bis(1,4-diazabicyclo-octane) hexahydrate)"
8144,"catena-((mu-5,10,15,20-tetrakis(4-(hydrogenphosphonato)phenyl)porphyrinato)-di-cobalt(ii)-nickel(ii) bis(1,4-diazabicyclo-octane) hexahydrate)"
8145,catena-[(mu-3-carboxy-5-{[(4-carboxylatophenyl)methyl][(4-carboxyphenyl)methyl]amino}benzoato)-aqua-manganese]
8146,"catena-[ammoniumoxonium bis(mu!10$-benzene-1,3,5-triyltris(phosphonato))-penta-zinc trihydrate]"
8147,"catena-[ammoniumbis(mu!10$-benzene-1,3,5-triyltris(phosphonato))-penta-zinc tetrahydrate]"
8148,"catena-[(mu!10$-Biphenyl-4,4'-disulfonate)-(mu!3$-aqua)-aqua-tetra-potassium dihydrate]"
8149,"catena-[bis(ammonium)bis(mu!10$-benzene-1,3,5-triyltris(phosphonato))-penta-zinc]"
8150,catena-[dimethylammoniumtris(mu!4$-terephthalato)-bis(mu!3$-oxo)-heptakis(mu!2$-formato)-tetra-uranium]
8151,catena-(bis(mu!4$-4-Hydroxy-3-methoxybenzenesulfonato)-(mu!2$-aqua)-di-potassium)
8152,"catena-[(mu-4,4',4'',4'''-(4,4'-diamino-1,1'-biphenyl-3,3',5,5'-tetrayl)tetrabenzoato)-tetrakis(mu-oxido)-tetra-aqua-tri-zirconium unknown solvate]"
8153,"catena-[(mu!4$-5,5'-(1,4-Phenylenebis(methyleneimino))diisophthalato)-bis(mu!2$-4,4'-ethene-1,2-diyldipyridine)-di-zinc 4,4'-ethene-1,2-diyldipyridine hexahydrate]"
8154,"catena-[(mu!6$-5,5'-(1,4-Phenylenebis(methyleneimino))diisophthalato)-bis(pyridine)-di-zinc]"
8155,"catena-[bis(Dimethylammonium)(mu!4$-5,5'-(1,4-phenylenebis(methyleneimino))diisophthalato)-zinc dihydrate]"
8156,"catena-(bis(dimethylammonium)(mu-5,5'-[1,4-phenylenebis(methyleneazanediyl)]bis(benzene-1,3-dicarboxylato))-di-zinc(ii) dihydrate)"
8157,"catena-[(mu!4$-3,3',5,5'-tetramethyl-4,4'-bipyrazine)-cadmium]"
8158,"catena-[(mu!4$-3,3',5,5'-tetramethyl-4,4'-bipyrazine)-cobalt]"
8159,"catena-[(mu!4$-3,3',5,5'-tetramethyl-4,4'-bipyrazine)-zinc]"
8160,catena-(bis(mu-3-(4-carboxylato-2-methoxyphenoxy)phthalato)-tris(mu-1-(4-(1H-imidazol-1-yl)phenyl)-1H-imidazole)-tri-cobalt unknown solvate)
8161,"catena-[bis(mu-5-{4-[(3,5-dicarboxylatophenyl)carbamoyl]phenyl}-tetrazolato)-bis(mu-hydroxo)-diaqua-manganese-tri-cadmium unknown solvate]"
8162,"catena-[(mu-hydroxo)-(mu-5-[4-(tetrazolato-5-yl)benzamido]benzene-1,3-dicarboxylato)-aqua-di-cadmium unknown solvate]"
8163,"catena-((mu!3$-Cyano-C,C,N)-bis(mu!2$-cyano-C,N)-(2,2'-bipyridyl-N,N')-copper(i)-copper(ii))"
8164,"catena-((mu!3$-Cyano)-bis(mu!2$-cyano)-(2,2'-bipyridine-N,N')-copper(i)-copper(ii))"
8165,catena-((mu!4$-4-nitrobenzoato)-(mu!3$-aqua)-aqua-cesium)
8166,catena-((mu-aqua)-(mu-4-nitrobenzoato)-aqua-cesium)
8167,catena-(bis(mu!10$-citrato)-zinc(ii)-tetra-sodium)
8168,"catena-[(mu!10$-4,4'-sulfonyldibenzoato)-di-sodium unknown solvate]"
8169,"catena-[(mu!6$-4,4'-Sulfonyldibenzoato)-rubidium]"
8170,"catena-[(mu!7$-4,4'-Sulfonyldibenzoato)-(mu!2$-aqua)-cesium N,N-dimethylformamide solvate]"
8171,"catena-[bis(mu!9$-Benzene-1,3,5-tricarboxylato)-tri-magnesium]"
8172,catena-[(mu!5$-5-t-butylisophthalato)-(mu!4$-5-t-butylisophthalato)-(mu!3$-5-t-butylisophthalate)-(mu!3$-hydroxo)-aqua-tri-cobalt acetonitrile solvate]
8173,catena-[bis(mu!4$-5-methylisophthalato)-bis(mu!3$-5-methylisophthalato)-bis(mu!3$-5-methylisophthalate)-tetra-aqua-penta-cobalt unknown solvate]
8174,"catena-(tris(2,2'-Bipyridine-N,N')-cobalt(ii) tris(mu!2$-oxalato)-di-cobalt(ii))"
8175,catena-[(mu!3$-4-[(4-carboxy-2-methoxyphenoxy)sulfonyl]benzoato)-(mu!3$-4-([(4-carboxylatophenyl)sulfonyl]oxy)-3-methoxybenzoato)-aqua-praseodymium]
8176,catena-[(mu!3$-4-[(4-carboxy-2-methoxyphenoxy)sulfonyl]benzoato)-(mu!3$-4-([(4-carboxylatophenyl)sulfonyl]oxy)-3-methoxybenzoato)-aqua-europium]
8177,catena-[(mu!3$-4-[(4-carboxy-2-methoxyphenoxy)sulfonyl]benzoato)-(mu!3$-4-([(4-carboxylatophenyl)sulfonyl]oxy)-3-methoxybenzoato)-aqua-gadolinium]
8178,catena-[(mu!3$-4-[(4-carboxy-2-methoxyphenoxy)sulfonyl]benzoato)-(mu!3$-4-([(4-carboxylatophenyl)sulfonyl]oxy)-3-methoxybenzoato)-aqua-terbium]
8179,catena-[(mu!3$-4-[(4-carboxy-2-methoxyphenoxy)sulfonyl]benzoato)-(mu!3$-4-([(4-carboxylatophenyl)sulfonyl]oxy)-3-methoxybenzoato)-aqua-dysprosium]
8180,catena-[(mu!3$-4-[(4-carboxy-2-methoxyphenoxy)sulfonyl]benzoato)-(mu!3$-4-([(4-carboxylatophenyl)sulfonyl]oxy)-3-methoxybenzoato)-aqua-holmium]
8181,catena-((mu!3$-4-(((4-carboxyphenyl)sulfonyl)oxy)-3-methoxybenzoato)-(mu!3$-4-(((4-carboxlatoyphenyl)sulfonyl)oxy)-3-methoxybenzoato)-aqua-erbium)
8182,"catena-(bis(mu!4$-5-Sulfonatoisophthalato)-(mu!2$-pyrazine-N,N')-hexa-aqua-tri-cadmium(ii) dihydrate)"
8183,"catena-[(mu-5-(acetylamino)benzene-1,3-dicarboxylato)-(mu-N$1!,N$6!-di(pyridin-3-yl)hexanediamide)-zinc(ii) dihydrate]"
8184,"catena-(dodecakis(mu!2$-Oxo)-tris(mu!2$-1,3-bis(4-pyridyl)propane-N,N')-hexaoxo-hexa-vanadium-tri-zinc)"
8185,"catena-(tris(mu!2$-1,3-bis(4-Pyridyl)propane-N,N')-dodecakis(mu!2$-oxo)-hexaoxo-hexa-vanadium-tri-zinc)"
8186,"catena-((D)-bis(mu!2$-1,1'-(1,4-Butanediyl)bis(imidazole)-N$3!,N$3'!)-di-copper(i)bis(mu!2$-1,1'-(1,4-butanediyl)bis(imidazole)-N$3!,N$3'!)-octadecakis(mu!2$-oxo)-octaoxo-di-vanadium(iv)-octa-vanadium(v) monohydrate)"
8187,"catena-[bis(mu!4$-Naphthalene-1,4-dicarboxylato)-(mu!2$-N,N'-hexane-1,6-diyldinicotinamide)-di-copper(ii) dihydrate]"
8188,"catena-[bis(mu!3$-benzene-1,3,5-tricarboxylato)-(mu!2$-N,N'-Di(pyridin-3-yl)decanediamide)-hepta-aqua-tri-copper(ii) dihydrate]"
8189,"catena-[bis(mu-5-aminobenzene-1,2,3-tricarboxylato)-bis(mu-[4,4'-bipyridin]-3-amine)-diaqua-tri-nickel tetradecahydrate]"
8190,catena(bis(mu!3$-Oxalato)-diaqua-di-silver-platinum)
8191,"catena-[bis(mu-pyrazine-2,3-dithiolato)-copper(ii)-nickel(ii)]"
8192,"catena-[bis(mu-pyrazine-2,3-dithiolato)-copper(ii)-nickel(ii) ethyne]"
8193,"catena-[bis(mu-pyrazine-2,3-dithiolato)-copper(ii)-nickel(ii) ethene]"
8194,catena-[tetrakis(mu!3$-isonicotinato)-di-manganese dihydrate]
8195,"catena-(bis(mu!3$-Cyano)-(mu!2$-1,4-butanediamine)-copper(i))"
8196,"catena-((mu!2$-Pyrazine-N,N'-dioxide)-hexakis(mu!2$-cyano)-tetra-aqua-dicyano-di-manganese-niobium heptahydrate)"
8197,"catena-((mu!2$-2,2'-Bipyrimidine)-hexakis(mu!2$-cyano)-diaqua-dicyano-di-manganese-niobium)"
8198,"catena-(tetrakis(mu!3$-Hydrogenphosphato)-tris(mu!2$-4,4'-bipyridyl)-bis(mu!2$-dihydrogen phosphato)-bis(dihydrogen phosphato)-tetra-indium tetrahydrate)"
8199,catena-[bis(mu!6$-bis(Tetrazol-5-yl)amino)-bis(mu!3$-hydroxo)-bis(mu!2$-hydroxo)-penta-zinc(ii) dihydrate clathrate]
8200,"catena-[bis(mu!6$-bis(5-tetrazolyl)amino-N,N$1!,N$1'!,N$2!,N$3'!,N$4!,N$4'!)-bis(mu!3$-hydroxo)-bis(mu!2$-hydroxo)-penta-zinc(ii) dihydrate]"
8201,"catena-[(mu!6$-Benzene-1,2,5,6-tetrathiolato)-(mu!2$-ethylenediamine)-di-lead(ii)]"
8202,"catena-[(mu!12$-Benzene-1,2,3,4,5,6-hexathiolato)-tri-lead(ii)]"
8203,catena-(bis(mu!2$-Pyrazine)-tetrafluoro-dioxo-copper-tungsten pyrazine solvate monohydrate)
8204,"catena-((mu!4$-(R,R)-Tartrato)-(mu!3$-(R,R)-tartrato)-aqua-di-cadmium(ii) trihydrate)"
8205,catena-((mu!4$-L-tartrato)-(mu!3$-L-tartrato)-aqua-di-cadmium(ii) trihydrate)
8206,"catena-[bis(mu-2-(pyridin-4-yl)-1H-benzimidazole-5-carboxylato)-cadmium(ii) N,N-dimethylformamide methanol solvate]"
8207,"catena-[bis(mu-2-(pyridin-4-yl)-1H-benzimidazole-5-carboxylato)-cadmium(ii) N,N-dimethylformamide methanol solvate]"
8208,catena-((mu!6$-L-Tartrato)-barium)
8209,catena-[(mu-L-tartrato)-barium]
8210,"catena-[bis(mu-[1,1'-biphenyl]-4,4'-dicarboxylato)-(mu-benzene-1,3,5-tricarboxylato)-di-iron(ii)-iron(iii) hydrate]"
8211,"catena-(bis(mu!3$-2,4,6-tris(4-Pyridyl)-1,3,5-triazine-N,N',N'')-hexabromo-tri-zinc nitrobenzene solvate)"
8212,"catena-[bis(mu-4,4',4''-(2-aminobenzene-1,3,5-triyl)tris(benzoato))-tetra-aqua-tri-copper(ii) N,N-dimethylacetamide solvate decahydrate]"
8213,"catena-[bis(mu!12$-2,5,8-tris((3,5-Dicarboxylatophenyl)amino)-1,3,4,6,7,9,9b-heptaazaphenalene)-hexa-aqua-hexa-copper(ii) N,N-dimethylacetamide solvate tridecahydrate]"
8214,"catena-[pentakis(mu!8$-Pyrazine-2,3,5,6-tetracarboxylato)-bis(mu!2$-aqua)-heptadeca-aqua-penta-holmium(iii)-penta-potassium heptahydrate]"
8215,"catena-[pentakis(mu!8$-pyrazine-2,3,5,6-tetracarboxylato)-bis(mu!2$-aqua)-heptadecakis(aqua)-penta-dysprosium-penta-potassium heptahydrate]"
8216,"catena-[pentakis(mu!8$-Pyrazine-2,3,5,6-tetracarboxylato)-bis(mu!2$-aqua)-heptadeca-aqua-penta-potassium-penta-ytterbium(iii) heptahydrate]"
8217,"catena-((L)-bis(mu!2$-1,1'-(1,4-Butanediyl)bis(imidazole)-N$3!,N$3'!)-di-copper(i)bis(mu!2$-1,1'-(1,4-butanediyl)bis(imidazole)-N$3!,N$3'!)-octadecakis(mu!2$-oxo)-octaoxo-di-vanadium(iv)-octa-vanadium(v) monohydrate)"
8218,"catena-(bis(mu!3$-2,4,6-tris(4-Pyridyl)-1,3,5-triazine-N,N',N'')-hexakis(iodo)-tri-zinc nitrobenzene solvate)"
8219,"catena-((mu!6$-3,4-Dihydro-3-thioxo-1,2,4-triazin-5(2H)-onate)-lead(ii))"
8220,catena-[bis(mu!5$-Isophthalato)-bis(mu!4$-isophthalato)-bis(mu!2$-dimethylformamide)-tetra-manganese dimethylformamide solvate]
8221,"catena-[(mu!11$-6-Oxido-4-oxo-2-thioxo-2,3-dihydropyrimidin-3-yl)-di-thallium(i)]"
8222,catena-[(mu!5$-5-(1H-imidazol-1-ylmethyl)isophthalato)-manganese]
8223,"catena-[bis(mu-4,5-bis(tetrazol-5-yl)imidazolato)-diaqua-tri-zinc monohydrate]"
8224,"catena-(bis(mu!4$-Benzene-1,4-dicarboxylato)-bis(dimethylformamide)-di-cadmium)"
8225,"catena-(bis(mu!4$-Benzene-1,4-dicarboxylato)-bis(dimethylformamide)-di-cadmium)"
8226,catena-(bis(Guanidinium)bis(mu!2$-hydrogen phosphito)-bis(mu!2$-oxalato)-di-cobalt)
8227,catena-(tetrakis(Guanidinium)(mu!4$-oxalato)-bis(mu!3$-hydrogen phosphito)-tetrakis(mu!2$-oxalato)-diaqua-penta-manganese dihydrate)
8228,"catena-[tris(tris(mu-4,4'-(1,4-phenylene)dipyridine)-bis(mu-oxalato)-diaqua-tri-cobalt(ii)) bis(mu-phosphato)-hexatriacontakis(mu-oxido)-octadecaoxo-octadeca-tungsten(vi)]"
8229,"catena-[dimethylammonium(mu-1-((3,5-dicarboxylatophenyl)methyl)-1H-pyrazole-3,5-dicarboxylato)-terbium(iii) trihydrate]"
8230,"catena-[(mu-(S,S)-2,2'-(pyridine-2,6-diylbis(carbonylimino))dipropanoato)-(mu-4,4'-bipyridine)-diaqua-cobalt(ii) trihydrate]"
8231,"catena-[(mu-(S,S)-2,2'-(pyridine-2,6-diylbis(carbonylimino))dipropanoato)-(mu-4,4'-bipyridine)-diaqua-copper(ii) trihydrate]"
8232,"catena-[(mu-(S,S)-2,2'-(pyridine-2,6-diylbis(carbonylimino))dipropanoato)-(mu-4,4'-(ethane-1,2-diyl)dipyridine)-copper(ii) heptahydrate]"
8233,"catena-[(mu!2$-N,N'-Cyclohexane-1,2-diyldinicotinamide)-(mu!2$-terephthalato)-copper]"
8234,"catena-[bis(mu!2$-4,4'-Bipyridine)-bis(mu!2$-4-chloro-3-sulfamoylbenzoato)-di-zinc dihydrate]"
8235,catena-(hexakis(mu!2$-Cyano)-bis(cyclohexylamine)-tri-cadmium(ii) toluene solvate)
8236,"catena-((mu!2$-Cyclopropane-1,1-dicarboxylato-O,O',O'',O''')-copper(ii))"
8237,"catena-[bis(mu!2$-1,1'-butane-1,4-diylbis(1H-imidazole))-bis(mu!2$-pyridine-2,3-dicarboxylate)-di-zinc acetonitrile solvate tetrahydrate]"
8238,catena-(Diaqua-tris(mu!2$-formato)-holmium(iii))
8239,catena-[tris(mu-formato)-holmium(iii)]
8240,"catena-((mu-hydrogen4,4'-(oxyphosphoryl)dibenzoato)-di-silver(i))"
8241,"catena-(bis(mu-4,4'-(oxyphosphoryl)bis(benzene-1,3-dicarboxylato))-diaqua-deca-silver)"
8242,"catena-(bis(mu-2,2'-(oxyphosphoryl)bis(benzene-1,3-dicarboxylato))-deca-silver trihydrate)"
8243,"catena-(bis(mu!2$-pyrazine)-di-copper(i)bis(3,5-dicarboxybenzenesulfonate) dihydrate)"
8244,catena-((mu!3$-4-Carboxy-5-carboxylato-2-(4-pyridyl)imidazolato)-dimethylacetamide-zinc)
8245,"catena-(tris(N,N'-bis(Salicylidene)-1,4-diaminobutane)-di-silver(i) dinitrate)"
8246,"catena-(pentakis(Ammonium)pentakis(mu!2$-oxalato-O,O',O'',O''')-tetrakis(mu!2$-oxalato-O,O',O'')-tri-chromium-di-manganese decahydrate)"
8247,"catena-((mu!8$-5,5'-Methylenebis(isophthalato))-diaqua-di-copper dimethylsulfoxide solvate)"
8248,"catena-(bis(Dimethylammonium)(mu!8$-biphenyl-3,3',5,5'-tetracarboxylato)-bis(mu!2$-oxalato)-di-erbium)"
8249,"catena-(bis(Dimethylammonium)(mu!8$-biphenyl-3,3',5,5'-tetracarboxylato)-bis(mu!2$-oxalato)-di-ytterbium)"
8250,"catena-(bis(Dimethylammonium)(mu!8$-biphenyl-3,3',5,5'-tetracarboxylato)-bis(mu!2$-oxalato)-di-samarium)"
8251,"catena-((mu!5$-Hydrogen1,1':2',1''-terphenyl-4,4',4'',5'-tetracarboxylato)-aqua-gadolinium monohydrate)"
8252,"catena-(tris(mu!4$-1,3-adamantanediacetato)-bis(mu!3$-fluoro)-trifluoro-tri-thorium(iv) nitrate)"
8253,"catena-((mu!3$-isonicotinato-N,O,O')-(mu!2$-azido-N,N)-bis(mu!2$-isonicotinato-N,O)-diaqua-di-nickel(ii) ethanol solvate)"
8254,"catena-(tetrakis(mu!3$-N,N-Diacetatoamine-N,O,O,O',O'',O''')-bis(mu!3$-N,N-diacetatoamine-N,O,O',O'',O''')-tri-copper-di-praseodymium)"
8255,catena((mu!4$-Oxalato)-bis(mu!3$-hydroxo)-di-iron(ii))
8256,"catena-[(mu-2,2'-(pyridine-3,5-diyl)di(benzene-1,4-dicarboxylato))-bis(aqua)-di-cadmium(ii) N,N-dimethylformamide solvate monohydrate]"
8257,"catena-[(mu-4,4',4'',4'''-methanetetrayltetrabenzoato)-bis(aqua)-di-cadmium(ii) N,N-dimethylformamide solvate monohydrate]"
8258,catena-[bis(mu!3$-nicotinato)-bis(mu!2$-nicotinato)-(mu!2$-oxido)-di-iron acetonitrile solvate]
8259,"catena-[(mu-4-(3-carboxy-4-carboxylatobenzoyl)benzene-1,2-dicarboxylato)-bis(aqua)-europium(iii) monohydrate]"
8260,"catena-[(mu-4-(3-carboxy-4-carboxylatobenzoyl)benzene-1,2-dicarboxylato)-bis(aqua)-gadolinium(iii) monohydrate]"
8261,"catena-(bis(mu!4$-4,4'-carbonyldibenzoato)-(mu!2$-1,4-diazabicyclo[2.2.2]octane)-di-zinc(ii) dimethylformamide solvate trihydrate)"
8262,"catena-[bis(mu!2$-3-Nitrophthalato)-tris(mu!2$-1,1'-(1,4-phenylene)bis(1H-imidazole))-di-manganese dihydrate]"
8263,"catena-[(mu!2$-4-Nitrophthalato)-(mu!2$-4,4'-propane-1,3-diyldipyridine)-aqua-nickel monohydrate]"
8264,"catena-[bis(mu-4,4',4''-phosphanetriyltribenzoato)-bis(4,4'-(1,4-phenylene)dipyridine)-bis(chloro)-tri-cobalt-di-gold unknown solvate]"
8265,"catena-[bis(mu!4$-2-Hydroxy-5-sulfonatobenzoato)-tris(mu!2$-2,5-dimethylpyrazine)-tetra-silver tetrahydrate]"
8266,"catena-[bis(mu!4$-4,4'-Oxybis(benzoato)-O,O,O',O'')-bis(mu!4$-4,4'-oxybis(benzoato)-O,O',O'',O''')-tetrakis(mu!3$-hydroxo)-bis(mu!3$-4,4'-oxybis(benzoato)-O,O',O'')-(mu!2$-1,1'-(1,4-butanediyl)bis(imidazole)-N$3!,N$3'!)-diaqua-octa-zinc(ii)]"
8267,"catena-[bis(mu!4$-Glutarato-O,O',O'',O''')-(mu!2$-N,N'-bis(4-pyridyl)piperazine-N,N')-di-copper(ii) tetrahydrate]"
8268,"catena-[[3]-tetrakis(mu!4$-Biphenyl-4,4'-dicarboxylato)-bis(mu!2$-N-(3,5-dimethyl-4-(pyridin-4-yl)benzyl)-3,5-dimethyl-4-(pyridin-4-yl)aniline)-bis(1,4,7,10,13,16-hexaoxacyclotetracosane)-tetra-zinc-polyrotaxane N,N-dimethylformamide solvate]"
8269,"catena-[bis(mu-4,4'-diazene-1,2-diyldibenzoato)-(mu-(2)-(N-(3,5-dimethyl-4-(pyridin-4-yl)benzyl)-3,5-dimethyl-4-(pyridin-4-yl)aniline)-(1,4,7,10,13,16-hexaoxacyclotetracosane)-pseudorotaxane)-di-zinc N,N-dimethylformamide solvate]"
8270,catena-[tris(mu-terephthalato)-di-scandium methanol solvate]
8271,catena-[tris(mu-terephthalato)-di-scandium methanol solvate]
8272,catena-[tris(mu-terephthalato)-di-scandium methanol solvate]
8273,catena-[tris(mu-terephthalato)-di-scandium methanol solvate]
8274,catena-[tris(mu-terephthalato)-di-scandium methanol solvate]
8275,catena-[tris(mu-terephthalato)-di-scandium methanol solvate]
8276,"catena-((mu!4$-Carbonato)-(mu!2$-2,2'-bipyrimidine)-(mu!2$-hydroxo)-diaqua-di-cobalt(ii) nitrate tetrahydrate)"
8277,"catena-[(mu-hydrogen5-(3-methyl-5-(pyridin-4-yl)-4H-1,2,4-triazol-4-yl)isophthalato)-copper monohydrate]"
8278,"catena-[tetrakis(mu-9-(4-carboxylatophenyl)-9H-carbazole-3,6-dicarboxylato)-tris(mu-formato)-hexa-zinc unknown solvate]"
8279,catena-[octakis(mu-5-methyltetrazolato)-tetra-zinc unknown solvate]
8280,"catena-[(mu-1,1'-([1,1'-biphenyl]-4,4'-diyl)bis(1H-benzimidazole))-(mu-3-carboxy-5-(2-carboxylatophenoxy)benzoato)-cadmium]"
8281,"catena-[bis(mu-5-(2-carboxylatophenoxy)isophthalato)-bis(mu-1,1'-[1,4-phenylenebis(methylene)]di(1H-imidazole))-diaqua-tri-cadmium unknown solvate]"
8282,"catena-[(mu-1,1'-(butane-1,4-diyl)di(1H-imidazole))-bis(mu-5-(2-carboxylatophenoxy)isophthalato)-tetraaqua-tri-cadmium unknown solvate]"
8283,"catena-[tetrakis(mu-5-(2-carboxylatophenoxy)isophthalato)-bis(mu-1,1'-(5-methyl-1,3-phenylene)di(1H-imidazole))-tetraaqua-hexa-cadmium]"
8284,catena-[bis(mu-5-(4-carboxyphenoxy)pyridine-3-carboxylato)-iron]
8285,"catena-[(mu-4,4'-{[2,4-di(pyridin-4-yl)cyclobutane-1,3-diyl]bis[(4,1-phenylene)ethene-2,1-diyl]}dipyridine)-tetrakis(mu-4,4'-oxydibenzoato)-bis(mu-4,4'-[1,4-phenylenedi(ethene-2,1-diyl)]dipyridine)-tetra-cadmium N,N-dimethylacetamide solvate]"
8286,"catena-[(mu-4,4'-{[2,4-di(pyridin-4-yl)cyclobutane-1,3-diyl]bis[(4,1-phenylene)ethene-2,1-diyl]}dipyridine)-tetrakis(mu-4,4'-oxydibenzoato)-bis(mu-4,4'-[1,4-phenylenedi(ethene-2,1-diyl)]dipyridine)-tetra-cadmium N,N-dimethylacetamide solvate]"
8287,catena-[tris(mu-2-(benzoylamino)terephthalato)-(mu-oxo)-tetra-zinc unknown solvate]
8288,catena-[tris(mu-2-((4-chlorobenzoyl)amino)terephthalato)-(mu-oxo)-tetra-zinc unknown solvate]
8289,"catena-[tris(mu-4,4'-(1,4-phenylene)di(pyrazolato))-bis(mu-hydroxo)-(mu-aqua)-tetra-nickel(ii) unknown solvate]"
8290,"catena-[tris(mu-3,5-di(pyrazolato)benzonitrile)-bis(mu-hydroxo)-(mu-aqua)-tetra-nickel(ii) unknown solvate]"
8291,"catena-[tris(mu-4,4'-[5-(trifluoromethyl)-1,3-phenylene]di(pyrazolato))-bis(mu-hydroxo)-(mu-aqua)-tetra-nickel(ii) unknown solvate]"
8292,"catena-[(mu!3$-5-Methylisophthalato)-(N,N'-cyclohexane-1,2-diyldinicotinamide)-nickel monohydrate]"
8293,"catena-[(mu!3$-5-Methylisophthalato)-(N,N'-cyclohexane-1,2-diyldinicotinamide)-cobalt monohydrate]"
8294,"catena-[(mu!4$-Pyridine-2,5-dicarboxylato)-(mu!2$-nicotinato)-terbium]"
8295,"catena-[(mu-nicotinato)-(mu-pyridine-2,5-dicarboxylato)-terbium]"
8296,"catena-((mu!12$-Silicato)-(mu!3$-1,2-bis(1,2,4-triazol-1-yl)ethane-N,N',N'',N''')-(mu!3$-1,2-bis(1,2,4-triazol-1-yl)ethane-N,N',N'')-(mu!2$-1,2-bis(1,2,4-triazol-1-yl)ethane-N,N',N'')-(mu!2$-1,2-bis(1,2,4-triazol-1-yl)ethane-N,N')-hexacosakis(mu!2$-oxo)-decaoxo-tetra-copper(i)-dodeca-tungsten(vi))"
8297,"catena-[tris(mu-oxo)-bis(mu-4,4'-oxydibenzoato)-di-barium]"
8298,"catena-(hexakis(mu!6$-1,3,5-benzenetricarboxylato)-(mu!3$-oxo)-dodecakis(mu!2$-hydroxo)-pentaaqua-tetrahydroxy-dodeca-gallium hydrate)"
8299,"catena-(bis(mu!2$-1,3-bis(4-pyridyl)propane)-dichloro-manganese(ii))"
8300,catena-[(mu-4-(carboxylatomethyl)benzoato)-zinc(ii)]
8301,"catena-[bis(mu!3$-1,1',1''-Benzene-1,3,5-triyltris(1H-imidazole))-tris(mu!2$-biphenyl-4,4'-dicarboxylato)-tri-zinc N,N-dimethylformamide solvate]"
8302,"catena-[bis(mu!3$-1,1',1''-Benzene-1,3,5-triyltris(1H-imidazole))-tris(mu!2$-4,4'-(oxybis(ethane-2,1-diyloxy))dibenzoato)-tri-zinc sesquihydrate]"
8303,"catena-((mu!8$-Ethane-1,2-diphosphonato)-(mu!2$-hydroxy)-dioxo-di-vanadium monohydrate)"
8304,"catena-((mu-4-oxo-2-thioxo-1H-2,3-dihydropyrimidin-6-olato)-rubidium)"
8305,"catena-((mu-4-oxo-2-thioxo-1H-2,3-dihydropyrimidin-6-olato)-cesium)"
8306,"catena-[tris(mu-4,4',4''-nitrilotribenzoato)-aqua-bis(N-methylformamide)-tri-dysprosium(iii) N-methylformamide solvate]"
8307,"catena-[(mu!4$-4,5-dicarboxylato-1,2,3-triazolyl)-(mu!2$-aqua)-praseodymium(iii) hydrate]"
8308,"catena-[(mu!4$-4,5-dicarboxylato-1,2,3-triazolyl)-(mu!2$-aqua)-neodymium(iii) hydrate]"
8309,"catena-[(mu-4,4'-[1,4-phenylenedi(ethene-2,1-diyl)]dipyridine)-bis(mu-4,4'-[1,3-phenylenebis(methyleneoxy)]dibenzoato)-di-zinc unknown solvate]"
8310,"catena-(octadecakis(mu!3$-hydroxo)-octacosakis(mu!2$-oxo)-tetrakis(2,2'-bipyridine)-hexaaqua-hexacosaoxo-tri-chromium-tetra-copper-octadeca-molybdenum hydrate)"
8311,"catena-[(mu-4,4'-[(5-carboxy-1,3-phenylene)dicarbamoyl]dibenzoato)-diaqua-europium N,N-dimethylformamide solvate sesquihydrate]"
8312,"catena-[tris(mu-carbonato)-hexakis(mu-benzene-1,4-dicarboxylato)-dodecakis(mu-hydroxo)-deca-yttrium]"
8313,"catena-((mu!2$-Pyrazine-N,N')-(nitrito-O,O')-silver(i))"
8314,"catena-[bis(mu-2,2'-diazene-1,2-diyldibenzoato)-diaqua-di-lead 4,4'-ethene-1,2-diyldipyridine]"
8315,"catena-((mu!5$-Pyridine-2,4-dicarboxylato)-cadmium(ii))"
8316,catena-(tris(mu!6$-oxalato)-(mu!4$-succinato)-tetra-aqua-di-gadolinium(iii)-di-sodium)
8317,catena-(tris(mu!6$-oxalato)-(mu!4$-succinato)-tetra-aqua-di-europium(iii)-di-sodium)
8318,catena-(tris(mu!6$-oxalato)-(mu!4$-succinato)-tetra-aqua-di-terbium(iii)-di-sodium)
8319,"catena-[(mu-4,4'-dipyridyl-N,N'-dioxide)-bis(mu-1,4-benzene dicarboxylato)-di-magnesium N,N-dimethylformamide solvate]"
8320,"catena-[(mu-4,4'-dipyridyl-N,N'-dioxide)-bis(mu-1,4-benzene dicarboxylato)-di-magnesium N,N-dimethylformamide solvate]"
8321,"catena-[(mu-4,4'-dipyridyl-N,N'-dioxide)-bis(mu-1,4-benzene dicarboxylato)-di-magnesium N,N-dimethylformamide solvate]"
